0,0.000104294,7.55E-05,9.10E-05,2.28E-05,2.12E-05,9.43E-05,5.51E-05,7.59E-05,2.61E-05,2.61E-05,1.87E-05,4.05E-05,5.74E-05,3.43E-05,1.79E-05,0.000127705,5.87E-05,2.47E-05,3.34E-05,0.000339169,3.57E-05,6.51E-05,0.001070341
0.000104294,0,0.000274087,0.000714991,2.92E-05,2.66E-05,0.000983336,0.000116894,0.000278946,3.48E-05,3.48E-05,2.29E-05,6.61E-05,0.000127655,5.10E-05,1.53E-05,0.000568907,0.000134175,3.24E-05,4.91E-05,0.000150605,2.66E-05,0.000173504,0.000115553
7.55E-05,0.000274087,0,0.000444473,3.26E-05,2.95E-05,0.000380007,0.000203819,0.015734257,3.98E-05,3.98E-05,2.49E-05,8.72E-05,0.000238941,6.27E-05,1.45E-05,0.000184972,0.000262849,3.68E-05,5.98E-05,9.72E-05,2.42E-05,0.000472793,8.13E-05
9.10E-05,0.000714991,0.000444473,0,3.04E-05,2.77E-05,0.002620042,0.00013974,0.000457394,3.65E-05,3.65E-05,2.36E-05,7.29E-05,0.000155401,5.49E-05,1.49E-05,0.000316819,0.000165171,3.39E-05,5.27E-05,0.000124401,2.56E-05,0.000229098,9.95E-05
2.28E-05,2.92E-05,3.26E-05,3.04E-05,0,0.000306795,3.00E-05,3.88E-05,3.26E-05,0.000181033,0.000181033,0.000105748,5.21E-05,3.78E-05,6.81E-05,1.00E-05,2.77E-05,3.73E-05,0.000290817,7.18E-05,2.44E-05,1.39E-05,3.50E-05,2.33E-05
2.12E-05,2.66E-05,2.95E-05,2.77E-05,0.000306795,0,2.74E-05,3.45E-05,2.94E-05,0.000113852,0.000113852,0.000161371,4.46E-05,3.36E-05,5.57E-05,9.70E-06,2.54E-05,3.32E-05,0.000149296,5.82E-05,2.26E-05,1.33E-05,3.15E-05,2.16E-05
9.43E-05,0.000983336,0.000380007,0.002620042,3.00E-05,2.74E-05,0,0.000132664,0.000389412,3.60E-05,3.60E-05,2.34E-05,7.09E-05,0.0001467,5.38E-05,1.50E-05,0.000360399,0.000155376,3.35E-05,5.17E-05,0.000130602,2.59E-05,0.000210676,0.000103402
5.51E-05,0.000116894,0.000203819,0.00013974,3.88E-05,3.45E-05,0.000132664,0,0.000201213,4.95E-05,4.95E-05,2.84E-05,0.000152373,0.001386623,9.05E-05,1.35E-05,9.70E-05,0.000907581,4.48E-05,8.47E-05,6.58E-05,2.17E-05,0.000358267,5.81E-05
7.59E-05,0.000278946,0.015734257,0.000457394,3.26E-05,2.94E-05,0.000389412,0.000201213,0,3.97E-05,3.97E-05,2.49E-05,8.67E-05,0.000235367,6.24E-05,1.45E-05,0.000187172,0.00025853,3.67E-05,5.96E-05,9.78E-05,2.43E-05,0.000459001,8.17E-05
2.61E-05,3.48E-05,3.98E-05,3.65E-05,0.000181033,0.000113852,3.60E-05,4.95E-05,3.97E-05,0,0,6.68E-05,7.32E-05,4.78E-05,0.000109122,1.06E-05,3.28E-05,4.69E-05,0.000479558,0.000118975,2.82E-05,1.51E-05,4.35E-05,2.67E-05
2.61E-05,3.48E-05,3.98E-05,3.65E-05,0.000181033,0.000113852,3.60E-05,4.95E-05,3.97E-05,0,0,6.68E-05,7.32E-05,4.78E-05,0.000109122,1.06E-05,3.28E-05,4.69E-05,0.000479558,0.000118975,2.82E-05,1.51E-05,4.35E-05,2.67E-05
1.87E-05,2.29E-05,2.49E-05,2.36E-05,0.000105748,0.000161371,2.34E-05,2.84E-05,2.49E-05,6.68E-05,6.68E-05,0,3.49E-05,2.78E-05,4.14E-05,9.15E-06,2.20E-05,2.75E-05,7.75E-05,4.28E-05,1.98E-05,1.23E-05,2.63E-05,1.91E-05
4.05E-05,6.61E-05,8.72E-05,7.29E-05,5.21E-05,4.46E-05,7.09E-05,0.000152373,8.67E-05,7.32E-05,7.32E-05,3.49E-05,0,0.000137287,0.000222715,1.24E-05,5.93E-05,0.000130468,6.35E-05,0.000190513,4.60E-05,1.90E-05,0.000106905,4.21E-05
5.74E-05,0.000127655,0.000238941,0.000155401,3.78E-05,3.36E-05,0.0001467,0.001386623,0.000235367,4.78E-05,4.78E-05,2.78E-05,0.000137287,0,8.49E-05,1.36E-05,0.000104261,0.002627066,4.34E-05,7.98E-05,6.91E-05,2.20E-05,0.000483084,6.07E-05
3.43E-05,5.10E-05,6.27E-05,5.49E-05,6.81E-05,5.57E-05,5.38E-05,9.05E-05,6.24E-05,0.000109122,0.000109122,4.14E-05,0.000222715,8.49E-05,0,1.17E-05,4.68E-05,8.23E-05,8.89E-05,0.001317621,3.81E-05,1.75E-05,7.22E-05,3.54E-05
1.79E-05,1.53E-05,1.45E-05,1.49E-05,1.00E-05,9.70E-06,1.50E-05,1.35E-05,1.45E-05,1.06E-05,1.06E-05,9.15E-06,1.24E-05,1.36E-05,1.17E-05,0,1.57E-05,1.37E-05,1.04E-05,1.16E-05,1.70E-05,3.58E-05,1.40E-05,1.76E-05
0.000127705,0.000568907,0.000184972,0.000316819,2.77E-05,2.54E-05,0.000360399,9.70E-05,0.000187172,3.28E-05,3.28E-05,2.20E-05,5.93E-05,0.000104261,4.68E-05,1.57E-05,0,0.000108569,3.07E-05,4.52E-05,0.000204828,2.79E-05,0.000132955,0.000145006
5.87E-05,0.000134175,0.000262849,0.000165171,3.73E-05,3.32E-05,0.000155376,0.000907581,0.00025853,4.69E-05,4.69E-05,2.75E-05,0.000130468,0.002627066,8.23E-05,1.37E-05,0.000108569,0,4.27E-05,7.74E-05,7.10E-05,2.22E-05,0.000591933,6.21E-05
2.47E-05,3.24E-05,3.68E-05,3.39E-05,0.000290817,0.000149296,3.35E-05,4.48E-05,3.67E-05,0.000479558,0.000479558,7.75E-05,6.35E-05,4.34E-05,8.89E-05,1.04E-05,3.07E-05,4.27E-05,0,9.53E-05,2.67E-05,1.46E-05,3.99E-05,2.53E-05
3.34E-05,4.91E-05,5.98E-05,5.27E-05,7.18E-05,5.82E-05,5.17E-05,8.47E-05,5.96E-05,0.000118975,0.000118975,4.28E-05,0.000190513,7.98E-05,0.001317621,1.16E-05,4.52E-05,7.74E-05,9.53E-05,0,3.70E-05,1.73E-05,6.85E-05,3.45E-05
0.000339169,0.000150605,9.72E-05,0.000124401,2.44E-05,2.26E-05,0.000130602,6.58E-05,9.78E-05,2.82E-05,2.82E-05,1.98E-05,4.60E-05,6.91E-05,3.81E-05,1.70E-05,0.000204828,7.10E-05,2.67E-05,3.70E-05,0,3.23E-05,8.06E-05,0.0004965
3.57E-05,2.66E-05,2.42E-05,2.56E-05,1.39E-05,1.33E-05,2.59E-05,2.17E-05,2.43E-05,1.51E-05,1.51E-05,1.23E-05,1.90E-05,2.20E-05,1.75E-05,3.58E-05,2.79E-05,2.22E-05,1.46E-05,1.73E-05,3.23E-05,0,2.31E-05,3.46E-05
6.51E-05,0.000173504,0.000472793,0.000229098,3.50E-05,3.15E-05,0.000210676,0.000358267,0.000459001,4.35E-05,4.35E-05,2.63E-05,0.000106905,0.000483084,7.22E-05,1.40E-05,0.000132955,0.000591933,3.99E-05,6.85E-05,8.06E-05,2.31E-05,0,6.94E-05
0.001070341,0.000115553,8.13E-05,9.95E-05,2.33E-05,2.16E-05,0.000103402,5.81E-05,8.17E-05,2.67E-05,2.67E-05,1.91E-05,4.21E-05,6.07E-05,3.54E-05,1.76E-05,0.000145006,6.21E-05,2.53E-05,3.45E-05,0.0004965,3.46E-05,6.94E-05,0
